"P001001","P006001","P006002","P006003","P006005","P006008","P007010","H011001","H011002","H011003","H011004","H011006","H011009","P148B009","P148D017","PCT038016","PCT038017","PCT038018","PCT038019","NAME","state","county",
"884118","884118","691421","46028","94124","21661","91466","330817","222237","194595","7685","14388","2662","1179","4721","12927","7428","7968","11210","Bergen County","34","003",
"423394","423394","331857","62935","11170","9959","17511","154371","119500","101364","13619","2065","1325","986","632","5801","2850","2428","2012","Burlington County","34","005",
"508932","508932","361092","90311","19842","10637","48809","185744","130007","105421","16058","3739","1384","1023","980","5198","2357","1968","1842","Camden County","34","007",
"102326","102326","93771","5078","615","1291","3209","42148","31299","30052","845","137","128","48","33","639","322","293","362","Cape May County","34","009",
"146438","146438","96359","29591","1171","4412","27712","49143","33392","27564","3500","302","568","187","34","818","226","129","209","Cumberland County","34","011",
"793633","793633","352937","325185","29468","29381","122770","283736","129489","85374","32283","5284","2709","3629","2044","6446","3804","3994","6600","Essex County","34","013",
"254673","254673","221463","22356","4162","3914","6234","90717","72482","65926","4649","876","536","286","235","3355","1457","947","543","Gloucester County","34","015",
"608975","608975","338067","81072","57191","35662","242234","230546","70658","50459","6539","6264","2499","1402","3058","3033","1513","1029","898","Hudson County","34","017",
"121989","121989","114832","2431","2595","1207","3234","43678","36549","35553","198","562","117","14","240","2274","1404","1946","1750","Hunterdon County","34","019",
"350761","350761","239827","68582","17429","7990","34140","125807","84325","68515","10013","3087","1066","843","1768","4220","2292","2530","2950","Mercer County","34","021",
"750162","750162","511633","67346","104114","20801","102116","265815","177377","144947","9867","16180","2457","1608","7654","10974","5681","4780","3380","Middlesex County","34","023",
"615301","615301","519940","48883","24047","11264","38076","224236","167273","152629","7089","5193","1378","838","2005","9666","6156","6112","6707","Monmouth County","34","025",
"470212","470212","409683","12215","30070","8122","36246","169711","128990","119556","1825","5806","922","401","2680","7807","5059","6099","7485","Morris County","34","027",
"510916","510916","474725","14968","6657","7224","25377","200402","166779","161101","2557","1287","992","169","266","4773","2024","1457","974","Ocean County","34","029",
"489049","489049","304479","63537","18458","19193","146679","163856","91171","75629","5863","2593","1844","465","716","4753","2100","1797","1500","Passaic County","34","031",
"64285","64285","52042","9471","370","1031","2358","24295","17734","15783","1617","76","134","31","4","577","223","63","78","Salem County","34","033",
"297490","297490","235713","22143","25117","5761","25868","108984","84153","72428","4614","5444","847","922","2798","4928","3552","4369","5473","Somerset County","34","035",
"144166","144166","138387","1324","1628","1631","5030","50831","42019","40927","246","353","263","36","104","2455","1055","1053","661","Sussex County","34","037",
"522541","522541","342316","107984","19393","18513","102851","186124","114688","89237","17254","3440","2132","1361","1556","6393","3206","3223","4269","Union County","34","039",
"102437","102437","96954","1931","1221","1255","3619","38660","28136","27337","366","175","176","47","40","1556","714","429","298","Warren County","34","041",
"556678","556678","393666","15303","9864","25946","233527","220936","140605","112136","2503","1779","4183","362","596","3391","1606","1219","1400","Bernalillo County","35","001",
"3543","3543","3129","7","12","90","668","1584","1273","1177","0","0","28","0","2","5","0","0","0","Catron County","35","003",
"61382","61382","44175","1226","387","2113","27016","22561","15986","12703","238","92","332","0","31","175","40","53","63","Chaves County","35","005",
"25595","25595","10122","217","146","791","8441","8327","6424","3153","65","26","148","10","0","26","19","7","16","Cibola County","35","006",
"14189","14189","11582","88","27","585","6742","5821","4233","3612","2","4","186","0","0","21","16","9","14","Colfax County","35","007",
"45044","45044","32539","2825","1035","1686","13683","16766","9957","8153","314","130","187","15","29","123","83","20","47","Curry County","35","009",
"2240","2240","1902","0","4","46","775","922","717","616","0","0","13","0","0","2","2","0","0","De Baca County","35","011",
"174682","174682","118538","2444","1386","6359","110807","59556","40201","30278","423","193","1153","103","162","445","269","168","185","Dona Ana County","35","013",
"51658","51658","39407","959","218","1404","20130","19379","14401","11871","197","50","221","7","7","191","45","63","69","Eddy County","35","015",
"31002","31002","23480","175","95","987","15153","12146","9053","7469","30","14","198","1","7","70","12","5","5","Grant County","35","017",
"4680","4680","2548","47","3","169","3792","1655","1226","656","0","3","40","0","0","0","0","2","0","Guadalupe County","35","019",
"810","810","686","0","0","36","370","371","279","234","0","0","12","0","0","0","3","0","0","Harding County","35","021",
"5932","5932","5016","14","5","223","3337","2152","1458","1252","4","5","58","0","0","9","5","0","2","Hidalgo County","35","023",
"55511","55511","37284","2440","217","1656","21973","19699","14296","10936","439","30","252","10","18","215","34","33","67","Lea County","35","025",
"19411","19411","16298","65","57","522","4978","8202","6332","5593","14","15","102","1","0","108","0","9","7","Lincoln County","35","027",
"18343","18343","16532","43","798","316","2158","7497","5895","5519","8","130","77","0","87","391","225","140","66","Los Alamos County","35","028",
"25016","25016","18621","165","81","786","14478","9397","7048","5663","54","12","278","4","0","0","0","26","13","Luna County","35","029",
"74798","74798","12309","305","335","2028","9303","21476","15550","3512","58","62","166","5","37","150","54","42","62","McKinley County","35","031",
"5180","5180","3091","8","0","207","4236","2017","1665","1036","0","0","35","0","0","7","0","7","2","Mora County","35","033",
"62298","62298","45840","2211","714","2899","19980","22984","15377","12605","368","58","411","26","20","119","26","21","0","Otero County","35","035",
"10155","10155","8332","65","104","362","3861","4201","2963","2565","19","27","92","0","8","2","0","0","8","Quay County","35","037",
"41190","41190","23378","146","32","1551","30060","15044","12296","7365","38","13","405","0","1","137","61","33","13","Rio Arriba County","35","039",
"18018","18018","13384","347","79","518","6057","6639","4165","3480","13","9","41","0","12","55","14","15","16","Roosevelt County","35","041",
"89908","89908","58513","1366","748","3058","26426","31411","26265","19142","345","153","646","29","32","524","132","173","175","Sandoval County","35","043",
"113801","113801","59772","534","242","3252","16984","37711","28415","17883","83","65","501","17","7","403","199","84","147","San Juan County","35","045",
"30126","30126","17030","235","118","1244","23469","11134","8148","5011","22","16","324","0","8","75","24","17","21","San Miguel County","35","047",
"129292","129292","95200","974","944","5263","63461","52482","35977","28583","131","171","1070","29","94","919","319","316","303","Santa Fe County","35","049",
"13270","13270","11578","39","14","304","3477","6113","4571","4199","3","7","74","5","0","9","13","3","6","Sierra County","35","051",
"18078","18078","11338","119","167","748","8782","6675","4740","3299","0","38","157","0","18","76","0","26","0","Socorro County","35","053",
"29979","29979","19335","101","74","1191","17388","12675","9567","6488","23","30","316","9","4","77","15","71","45","Taos County","35","055",
"16911","16911","12531","276","72","745","6282","6024","5057","4035","19","0","155","0","0","61","5","7","9","Torrance County","35","057",
"4174","4174","3385","0","8","112","1453","1733","1263","1088","0","0","19","0","0","4","5","7","5","Union County","35","059",
"66152","66152","44139","769","300","2883","36363","22681","19032","13791","182","35","520","23","6","183","98","81","22","Valencia County","35","061",
"294565","294565","245209","31611","7887","5587","9271","120512","69542","64992","2861","874","539","544","752","2739","1228","1057","913","Albany County","36","001",
"49927","49927","48350","329","436","515","393","18009","13302","13135","8","55","75","2","23","130","26","19","45","Allegany County","36","003",
"1332650","1332650","398530","473407","39076","78528","645222","463212","90522","42993","31491","2671","3716","4541","1758","3952","1884","1238","915","Bronx County","36","005",
"200536","200536","183472","6708","5321","3102","4069","80749","52570","51213","439","492","329","118","226","1155","428","323","333","Broome County","36","007",
"83955","83955","79488","865","441","882","771","32023","23831","23095","113","64","103","11","14","321","84","62","59","Cattaraugus County","36","009",
"81963","81963","76407","3029","343","1075","1741","30558","22005","21733","90","22","107","17","0","398","158","82","51","Cayuga County","36","011",
"139750","139750","131260","3036","462","1856","5836","54515","37757","36889","247","82","188","20","15","535","204","116","153","Chautauqua County","36","013",
"91070","91070","82572","5177","796","1580","1581","35049","24159","23370","460","124","132","39","38","380","188","152","91","Chemung County","36","015",
"51401","51401","50196","375","171","391","562","19926","15004","14823","38","40","59","2","22","170","88","81","38","Chenango County","36","017",
"79894","79894","74446","2940","714","846","1754","29423","20162","19797","93","84","131","9","38","334","76","93","141","Clinton County","36","019",
"63094","63094","58233","2792","461","876","1456","24796","17493","17079","258","20","94","21","19","341","178","142","131","Columbia County","36","021",
"48599","48599","47190","347","91","628","584","18210","11718","11535","31","9","86","11","8","184","94","11","29","Cortland County","36","023",
"48055","48055","46245","535","284","585","713","19270","14597","14302","68","63","82","7","19","181","57","14","42","Delaware County","36","025",
"280150","280150","234064","25687","7091","6039","17617","99536","68628","63449","2745","1276","558","338","629","3367","1873","1287","781","Dutchess County","36","027",
"950265","950265","781935","122928","12893","13143","30760","380873","248780","226354","17631","1600","1189","1049","1237","6554","2800","2317","1889","Erie County","36","029",
"38851","38851","36733","1144","179","388","856","15028","11096","10961","16","14","66","2","2","87","65","49","40","Essex County","36","031",
"51134","51134","43415","3111","67","229","2054","17931","12611","11855","27","6","41","11","2","163","76","16","38","Franklin County","36","033",
"55073","55073","52866","999","240","455","896","21884","15781","15552","78","42","48","2","17","152","48","28","15","Fulton County","36","035",
"60370","60370","57312","1193","242","741","724","22770","16608","16233","77","47","62","0","3","251","90","57","60","Genesee County","36","037",
"48195","48195","43690","2659","233","582","2070","18256","13178","12868","122","21","69","13","7","221","64","43","100","Greene County","36","039",
"5379","5379","5280","9","5","37","37","2362","1874","1849","0","0","15","0","0","30","2","4","2","Hamilton County","36","041",
"64427","64427","63087","320","255","593","502","25734","18318","18090","42","37","122","3","13","177","76","16","40","Herkimer County","36","043",
"111738","111738","99014","6310","1171","2211","4479","40068","23950","23485","119","80","155","31","42","417","191","100","82","Jefferson County","36","045",
"2465326","2465326","1015886","893000","185814","108854","488163","880727","238290","133682","70756","18097","6737","9678","4261","10739","5214","4669","5429","Kings County","36","047",
